#,title,solution,acceptance,difficulty,problem_url,locked
505,The Maze II,https://leetcode.com/articles/the-maze-ii,39.9%,Medium,https://leetcode.com/problems/the-maze-ii/description,1
506,Relative Ranks,,47.2%,Easy,https://leetcode.com/problems/relative-ranks/description,0
507,Perfect Number,https://leetcode.com/articles/perfect-number,32.6%,Easy,https://leetcode.com/problems/perfect-number/description,0
508,Most Frequent Subtree Sum,,52.8%,Medium,https://leetcode.com/problems/most-frequent-subtree-sum/description,0
513,Find Bottom Left Tree Value,,56.9%,Medium,https://leetcode.com/problems/find-bottom-left-tree-value/description,0
514,Freedom Trail,,39.7%,Hard,https://leetcode.com/problems/freedom-trail/description,0
515,Find Largest Value in Each Tree Row,,56.3%,Medium,https://leetcode.com/problems/find-largest-value-in-each-tree-row/description,0
516,Longest Palindromic Subsequence,,43.7%,Medium,https://leetcode.com/problems/longest-palindromic-subsequence/description,0
517,Super Washing Machines,,36.3%,Hard,https://leetcode.com/problems/super-washing-machines/description,0
518,Coin Change 2,,38.2%,Medium,https://leetcode.com/problems/coin-change-2/description,0
519,Random Flip Matrix,https://leetcode.com/articles/random-flip-matrix,32.5%,Medium,https://leetcode.com/problems/random-flip-matrix/description,0
520,Detect Capital,,51.8%,Easy,https://leetcode.com/problems/detect-capital/description,0
521,Longest Uncommon Subsequence I,https://leetcode.com/articles/longest-uncommon-subsequence-i,55.7%,Easy,https://leetcode.com/problems/longest-uncommon-subsequence-i/description,0
522,Longest Uncommon Subsequence II,https://leetcode.com/articles/longest-uncommon-subsequence-ii,32.2%,Medium,https://leetcode.com/problems/longest-uncommon-subsequence-ii/description,0
523,Continuous Subarray Sum,https://leetcode.com/articles/continous-subarray-sum,23.5%,Medium,https://leetcode.com/problems/continuous-subarray-sum/description,0
524,Longest Word in Dictionary through Deleting,https://leetcode.com/articles/longest-word-in-dictionary-through-deletion,43.6%,Medium,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/description,0
525,Contiguous Array,https://leetcode.com/articles/contiguous-array,42.0%,Medium,https://leetcode.com/problems/contiguous-array/description,0
526,Beautiful Arrangement,https://leetcode.com/articles/beautiful-arrangement,52.9%,Medium,https://leetcode.com/problems/beautiful-arrangement/description,0
527,Word Abbreviation,https://leetcode.com/articles/word-abbreviation,45.0%,Hard,https://leetcode.com/problems/word-abbreviation/description,1
528,Random Pick with Weight,https://leetcode.com/articles/random-pick-with-weight,41.3%,Medium,https://leetcode.com/problems/random-pick-with-weight/description,0
529,Minesweeper,,50.1%,Medium,https://leetcode.com/problems/minesweeper/description,0
530,Minimum Absolute Difference in BST,,48.5%,Easy,https://leetcode.com/problems/minimum-absolute-difference-in-bst/description,0
531,Lonely Pixel I,,56.6%,Medium,https://leetcode.com/problems/lonely-pixel-i/description,1
532,K-diff Pairs in an Array,,28.5%,Easy,https://leetcode.com/problems/k-diff-pairs-in-an-array/description,0
533,Lonely Pixel II,,45.6%,Medium,https://leetcode.com/problems/lonely-pixel-ii/description,1
535,Encode and Decode TinyURL,https://leetcode.com/articles/encode-and-decode-tinyurl,74.3%,Medium,https://leetcode.com/problems/encode-and-decode-tinyurl/description,0
536,Construct Binary Tree from String,,42.9%,Medium,https://leetcode.com/problems/construct-binary-tree-from-string/description,1
537,Complex Number Multiplication,https://leetcode.com/articles/complex-number-multiplication,64.2%,Medium,https://leetcode.com/problems/complex-number-multiplication/description,0
538,Convert BST to Greater Tree,https://leetcode.com/articles/convert-bst-to-greater-tree,48.8%,Easy,https://leetcode.com/problems/convert-bst-to-greater-tree/description,0
539,Minimum Time Difference,,46.5%,Medium,https://leetcode.com/problems/minimum-time-difference/description,0
540,Single Element in a Sorted Array,,56.2%,Medium,https://leetcode.com/problems/single-element-in-a-sorted-array/description,0
541,Reverse String II,https://leetcode.com/articles/reverse-string-ii,44.3%,Easy,https://leetcode.com/problems/reverse-string-ii/description,0
542,01 Matrix,https://leetcode.com/articles/01-matrix,33.5%,Medium,https://leetcode.com/problems/01-matrix/description,0
543,Diameter of Binary Tree,https://leetcode.com/articles/diameter-of-binary-tree,45.2%,Easy,https://leetcode.com/problems/diameter-of-binary-tree/description,0
544,Output Contest Matches,https://leetcode.com/articles/output-contest-matches,71.6%,Medium,https://leetcode.com/problems/output-contest-matches/description,1
545,Boundary of Binary Tree,https://leetcode.com/articles/boundary-of-binary-tree,33.0%,Medium,https://leetcode.com/problems/boundary-of-binary-tree/description,1
546,Remove Boxes,https://leetcode.com/articles/remove-boxes,36.8%,Hard,https://leetcode.com/problems/remove-boxes/description,0
547,Friend Circles,https://leetcode.com/articles/friend-circles,50.3%,Medium,https://leetcode.com/problems/friend-circles/description,0
548,Split Array with Equal Sum,https://leetcode.com/articles/split-array-with-equal-sum,38.6%,Medium,https://leetcode.com/problems/split-array-with-equal-sum/description,1
549,Binary Tree Longest Consecutive Sequence II,https://leetcode.com/articles/binary-tree-longest-consecutive-sequence-ii,42.9%,Medium,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/description,1
551,Student Attendance Record I,https://leetcode.com/articles/student-attendance-record-i,45.0%,Easy,https://leetcode.com/problems/student-attendance-record-i/description,0
552,Student Attendance Record II,https://leetcode.com/articles/student-attendance-record-ii,31.5%,Hard,https://leetcode.com/problems/student-attendance-record-ii/description,0
553,Optimal Division,https://leetcode.com/articles/optimal-division,55.0%,Medium,https://leetcode.com/problems/optimal-division/description,0
554,Brick Wall,https://leetcode.com/articles/brick-wall,46.7%,Medium,https://leetcode.com/problems/brick-wall/description,0
555,Split Concatenated Strings,https://leetcode.com/articles/split-assembled-strings,38.4%,Medium,https://leetcode.com/problems/split-concatenated-strings/description,1
556,Next Greater Element III,https://leetcode.com/articles/next-greater-element-iii,29.0%,Medium,https://leetcode.com/problems/next-greater-element-iii/description,0
557,Reverse Words in a String III,https://leetcode.com/articles/reverse-words-in-a-string,61.6%,Easy,https://leetcode.com/problems/reverse-words-in-a-string-iii/description,0
558,Quad Tree Intersection,,34.8%,Easy,https://leetcode.com/problems/quad-tree-intersection/description,0
559,Maximum Depth of N-ary Tree,https://leetcode.com/articles/maximum-depth-of-n-ary-tree,61.4%,Easy,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/description,0
560,Subarray Sum Equals K,https://leetcode.com/articles/subarray-sum-equals-k,40.2%,Medium,https://leetcode.com/problems/subarray-sum-equals-k/description,0
561,Array Partition I,https://leetcode.com/articles/array-partitioning-i,67.2%,Easy,https://leetcode.com/problems/array-partition-i/description,0
562,Longest Line of Consecutive One in Matrix,https://leetcode.com/articles/longest-line-of-consecutive-one-in-a-matrix,41.4%,Medium,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/description,1
563,Binary Tree Tilt,https://leetcode.com/articles/binary-tree-tilt,46.5%,Easy,https://leetcode.com/problems/binary-tree-tilt/description,0
564,Find the Closest Palindrome,https://leetcode.com/articles/find-the-closest-palindrome,17.1%,Hard,https://leetcode.com/problems/find-the-closest-palindrome/description,0
565,Array Nesting,https://leetcode.com/articles/array-nesting,50.1%,Medium,https://leetcode.com/problems/array-nesting/description,0
566,Reshape the Matrix,https://leetcode.com/articles/reshape-the-matrix,57.9%,Easy,https://leetcode.com/problems/reshape-the-matrix/description,0
567,Permutation in String,https://leetcode.com/articles/short-permutation-in-a-long-string,36.6%,Medium,https://leetcode.com/problems/permutation-in-string/description,0
568,Maximum Vacation Days,https://leetcode.com/articles/maximum-vacation-days,36.0%,Hard,https://leetcode.com/problems/maximum-vacation-days/description,1
569,Median Employee Salary,https://leetcode.com/articles/median-employee-salary,40.1%,Hard,https://leetcode.com/problems/median-employee-salary/description,1
570,Managers with at Least 5 Direct Reports,https://leetcode.com/articles/managers-with-at-least-5-direct-reports,58.5%,Medium,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/description,1
571,Find Median Given Frequency of Numbers,,43.6%,Hard,https://leetcode.com/problems/find-median-given-frequency-of-numbers/description,1
572,Subtree of Another Tree,https://leetcode.com/articles/subtree-of-another-tree,40.3%,Easy,https://leetcode.com/problems/subtree-of-another-tree/description,0
573,Squirrel Simulation,https://leetcode.com/articles/squirrel-simulation,52.4%,Medium,https://leetcode.com/problems/squirrel-simulation/description,1
574,Winning Candidate,https://leetcode.com/articles/winning-candidate,34.2%,Medium,https://leetcode.com/problems/winning-candidate/description,1
575,Distribute Candies,https://leetcode.com/articles/distribute-candies,58.5%,Easy,https://leetcode.com/problems/distribute-candies/description,0
576,Out of Boundary Paths,https://leetcode.com/articles/out-of-boundary-paths,30.7%,Medium,https://leetcode.com/problems/out-of-boundary-paths/description,0
577,Employee Bonus,https://leetcode.com/articles/employee-bonus,53.1%,Easy,https://leetcode.com/problems/employee-bonus/description,1
578,Get Highest Answer Rate Question,https://leetcode.com/articles/get-highest-answer-rate-question,32.3%,Medium,https://leetcode.com/problems/get-highest-answer-rate-question/description,1
579,Find Cumulative Salary of an Employee,https://leetcode.com/articles/find-cumulative-salary-of-an-employee,30.1%,Hard,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/description,1
580,Count Student Number in Departments,https://leetcode.com/articles/count-student-number-in-departments,39.5%,Medium,https://leetcode.com/problems/count-student-number-in-departments/description,1
581,Shortest Unsorted Continuous Subarray,https://leetcode.com/articles/shortest-unsorted-continous-subarray,29.3%,Easy,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/description,0
582,Kill Process,https://leetcode.com/articles/kill-process,53.0%,Medium,https://leetcode.com/problems/kill-process/description,1
583,Delete Operation for Two Strings,https://leetcode.com/articles/delete-operation-for-two-strings,44.8%,Medium,https://leetcode.com/problems/delete-operation-for-two-strings/description,0
584,Find Customer Referee,https://leetcode.com/articles/find-customer-referee,62.9%,Easy,https://leetcode.com/problems/find-customer-referee/description,1
585,Investments in 2016,https://leetcode.com/articles/investments-in-2016,44.2%,Medium,https://leetcode.com/problems/investments-in-2016/description,1
586,Customer Placing the Largest Number of Orders,https://leetcode.com/articles/customer-placing-the-largest-number-of-orders,62.0%,Easy,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/description,1
587,Erect the Fence,https://leetcode.com/articles/erect-the-fence,33.6%,Hard,https://leetcode.com/problems/erect-the-fence/description,0
588,Design In-Memory File System,https://leetcode.com/articles/design-in-memory-file-system,36.6%,Hard,https://leetcode.com/problems/design-in-memory-file-system/description,1
589,N-ary Tree Preorder Traversal,,61.4%,Easy,https://leetcode.com/problems/n-ary-tree-preorder-traversal/description,0
590,N-ary Tree Postorder Traversal,,61.9%,Easy,https://leetcode.com/problems/n-ary-tree-postorder-traversal/description,0
591,Tag Validator,https://leetcode.com/articles/tag-validator,31.5%,Hard,https://leetcode.com/problems/tag-validator/description,0
592,Fraction Addition and Subtraction,https://leetcode.com/articles/kill-process-3,46.0%,Medium,https://leetcode.com/problems/fraction-addition-and-subtraction/description,0
593,Valid Square,https://leetcode.com/articles/valid-square,39.8%,Medium,https://leetcode.com/problems/valid-square/description,0
594,Longest Harmonious Subsequence,https://leetcode.com/articles/longest-harmonious-subsequence,41.7%,Easy,https://leetcode.com/problems/longest-harmonious-subsequence/description,0
595,Big Countries,https://leetcode.com/articles/big-countries,71.7%,Easy,https://leetcode.com/problems/big-countries/description,0
596,Classes More Than 5 Students,https://leetcode.com/articles/classes-more-than-5-students,32.9%,Easy,https://leetcode.com/problems/classes-more-than-5-students/description,0
597,Friend Requests I: Overall Acceptance Rate,https://leetcode.com/articles/friend-requests-i-overall-acceptance-rate,37.9%,Easy,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate/description,1
598,Range Addition II,https://leetcode.com/articles/range-addition-ii,48.0%,Easy,https://leetcode.com/problems/range-addition-ii/description,0
599,Minimum Index Sum of Two Lists,https://leetcode.com/articles/minimum-index-sum-of-two-lists,46.5%,Easy,https://leetcode.com/problems/minimum-index-sum-of-two-lists/description,0
600,Non-negative Integers without Consecutive Ones,https://leetcode.com/articles/non-negative-integers-without-consecutive-ones,31.8%,Hard,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/description,0
601,Human Traffic of Stadium,https://leetcode.com/articles/human-traffic-of-stadium,33.6%,Hard,https://leetcode.com/problems/human-traffic-of-stadium/description,0
602,Friend Requests II: Who Has the Most Friends,https://leetcode.com/articles/friend-requests-ii-who-has-most-friend,42.2%,Medium,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/description,1
603,Consecutive Available Seats,https://leetcode.com/articles/consecutive-available-seats,54.0%,Easy,https://leetcode.com/problems/consecutive-available-seats/description,1
604,Design Compressed String Iterator,https://leetcode.com/articles/desing-compressed-string-iterator,33.7%,Easy,https://leetcode.com/problems/design-compressed-string-iterator/description,1
605,Can Place Flowers,https://leetcode.com/articles/can-place-flowers,30.0%,Easy,https://leetcode.com/problems/can-place-flowers/description,0
606,Construct String from Binary Tree,https://leetcode.com/articles/construct-string-from-binary-tree,50.4%,Easy,https://leetcode.com/problems/construct-string-from-binary-tree/description,0
607,Sales Person,https://leetcode.com/articles/sales-person,50.3%,Easy,https://leetcode.com/problems/sales-person/description,1
608,Tree Node,https://leetcode.com/articles/tree-node,54.3%,Medium,https://leetcode.com/problems/tree-node/description,1
609,Find Duplicate File in System,https://leetcode.com/articles/find-duplicate,53.0%,Medium,https://leetcode.com/problems/find-duplicate-file-in-system/description,0
610,Triangle Judgement,https://leetcode.com/articles/triangle-judgement,59.0%,Easy,https://leetcode.com/problems/triangle-judgement/description,1
611,Valid Triangle Number,https://leetcode.com/articles/valid-triangle-number,42.8%,Medium,https://leetcode.com/problems/valid-triangle-number/description,0
612,Shortest Distance in a Plane,https://leetcode.com/articles/shortest-distance-in-a-plane,51.0%,Medium,https://leetcode.com/problems/shortest-distance-in-a-plane/description,1
613,Shortest Distance in a Line,https://leetcode.com/articles/shortest-distance-in-a-line,70.5%,Easy,https://leetcode.com/problems/shortest-distance-in-a-line/description,1
614,Second Degree Follower,,22.9%,Medium,https://leetcode.com/problems/second-degree-follower/description,1
615,Average Salary: Departments VS Company,https://leetcode.com/articles/average-salary-departments-vs-company,32.5%,Hard,https://leetcode.com/problems/average-salary-departments-vs-company/description,1
616,Add Bold Tag in String,https://leetcode.com/articles/add-bold-tag-in-a-string,38.2%,Medium,https://leetcode.com/problems/add-bold-tag-in-string/description,1
617,Merge Two Binary Trees,https://leetcode.com/articles/merge-two-binary-trees,68.2%,Easy,https://leetcode.com/problems/merge-two-binary-trees/description,0
618,Students Report By Geography,https://leetcode.com/articles/students-report-by-geography,40.2%,Hard,https://leetcode.com/problems/students-report-by-geography/description,1
619,Biggest Single Number,https://leetcode.com/articles/biggest-single-number,36.3%,Easy,https://leetcode.com/problems/biggest-single-number/description,1
620,Not Boring Movies,https://leetcode.com/articles/not-boring-movies,59.6%,Easy,https://leetcode.com/problems/not-boring-movies/description,0
621,Task Scheduler,https://leetcode.com/articles/task-scheduler,42.8%,Medium,https://leetcode.com/problems/task-scheduler/description,0
622,Design Circular Queue,,36.6%,Medium,https://leetcode.com/problems/design-circular-queue/description,0
623,Add One Row to Tree,https://leetcode.com/articles/add-one-row-in-a-tree,46.4%,Medium,https://leetcode.com/problems/add-one-row-to-tree/description,0
624,Maximum Distance in Arrays,https://leetcode.com/articles/maximum-distance-in-array,36.0%,Easy,https://leetcode.com/problems/maximum-distance-in-arrays/description,1
625,Minimum Factorization,https://leetcode.com/articles/minimum-factorization,31.5%,Medium,https://leetcode.com/problems/minimum-factorization/description,1
626,Exchange Seats,https://leetcode.com/articles/exchange-seats,49.0%,Medium,https://leetcode.com/problems/exchange-seats/description,0
627,Swap Salary,https://leetcode.com/articles/swap-salary,67.2%,Easy,https://leetcode.com/problems/swap-salary/description,0
628,Maximum Product of Three Numbers,https://leetcode.com/articles/maximmum-product-of-three-numbers,44.7%,Easy,https://leetcode.com/problems/maximum-product-of-three-numbers/description,0
629,K Inverse Pairs Array,https://leetcode.com/articles/k-inverse-pairs-array,27.9%,Hard,https://leetcode.com/problems/k-inverse-pairs-array/description,0
630,Course Schedule III,https://leetcode.com/articles/course-schedule-iii,29.7%,Hard,https://leetcode.com/problems/course-schedule-iii/description,0
631,Design Excel Sum Formula,https://leetcode.com/articles/design-excel-sum-formula,28.2%,Hard,https://leetcode.com/problems/design-excel-sum-formula/description,1
632,Smallest Range,https://leetcode.com/articles/smallest-range,44.1%,Hard,https://leetcode.com/problems/smallest-range/description,0
633,Sum of Square Numbers,https://leetcode.com/articles/sum-of-square-numbers,32.4%,Easy,https://leetcode.com/problems/sum-of-square-numbers/description,0
634,Find the Derangement of An Array,https://leetcode.com/articles/find-derangements,36.6%,Medium,https://leetcode.com/problems/find-the-derangement-of-an-array/description,1
635,Design Log Storage System,https://leetcode.com/articles/design-log-storage,50.2%,Medium,https://leetcode.com/problems/design-log-storage-system/description,1
636,Exclusive Time of Functions,https://leetcode.com/articles/exclusive-time-of-functions,45.6%,Medium,https://leetcode.com/problems/exclusive-time-of-functions/description,0
637,Average of Levels in Binary Tree,https://leetcode.com/articles/average-of-levels,56.7%,Easy,https://leetcode.com/problems/average-of-levels-in-binary-tree/description,0
638,Shopping Offers,https://leetcode.com/articles/shopping-offers,46.2%,Medium,https://leetcode.com/problems/shopping-offers/description,0
639,Decode Ways II,https://leetcode.com/articles/decode-ways-ii,24.1%,Hard,https://leetcode.com/problems/decode-ways-ii/description,0
640,Solve the Equation,https://leetcode.com/articles/solve-the-equation,38.8%,Medium,https://leetcode.com/problems/solve-the-equation/description,0
641,Design Circular Deque,,48.4%,Medium,https://leetcode.com/problems/design-circular-deque/description,0
642,Design Search Autocomplete System,https://leetcode.com/articles/design-search-autocomplete-system,32.2%,Hard,https://leetcode.com/problems/design-search-autocomplete-system/description,1
643,Maximum Average Subarray I,https://leetcode.com/articles/maximum-average-subarray,38.0%,Easy,https://leetcode.com/problems/maximum-average-subarray-i/description,0
644,Maximum Average Subarray II,https://leetcode.com/articles/maximum-average-subarray-ii,26.6%,Hard,https://leetcode.com/problems/maximum-average-subarray-ii/description,1
645,Set Mismatch,https://leetcode.com/articles/set-mismatch,39.8%,Easy,https://leetcode.com/problems/set-mismatch/description,0
646,Maximum Length of Pair Chain,https://leetcode.com/articles/maximum-length-of-pair-chain,47.3%,Medium,https://leetcode.com/problems/maximum-length-of-pair-chain/description,0
647,Palindromic Substrings,https://leetcode.com/articles/palindromic-substrings,54.5%,Medium,https://leetcode.com/problems/palindromic-substrings/description,0
648,Replace Words,https://leetcode.com/articles/replace-words,49.1%,Medium,https://leetcode.com/problems/replace-words/description,0
649,Dota2 Senate,https://leetcode.com/articles/dota2-senate,36.6%,Medium,https://leetcode.com/problems/dota2-senate/description,0
650,2 Keys Keyboard,https://leetcode.com/articles/2-keys-keyboard,45.8%,Medium,https://leetcode.com/problems/2-keys-keyboard/description,0
651,4 Keys Keyboard,https://leetcode.com/articles/4-keys-keyboard,49.7%,Medium,https://leetcode.com/problems/4-keys-keyboard/description,1
652,Find Duplicate Subtrees,https://leetcode.com/articles/find-duplicate-subtrees,40.4%,Medium,https://leetcode.com/problems/find-duplicate-subtrees/description,0
653,Two Sum IV - Input is a BST,https://leetcode.com/articles/two-sum-iv,50.8%,Easy,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/description,0
654,Maximum Binary Tree,https://leetcode.com/articles/maximum-binary-tree,71.0%,Medium,https://leetcode.com/problems/maximum-binary-tree/description,0
655,Print Binary Tree,https://leetcode.com/articles/print-binary-tree,49.1%,Medium,https://leetcode.com/problems/print-binary-tree/description,0
656,Coin Path,https://leetcode.com/articles/coin-path,25.9%,Hard,https://leetcode.com/problems/coin-path/description,1
657,Robot Return to Origin,https://leetcode.com/articles/judge-route-circle,69.1%,Easy,https://leetcode.com/problems/robot-return-to-origin/description,0
658,Find K Closest Elements,https://leetcode.com/articles/find-k-closest-elements,34.9%,Medium,https://leetcode.com/problems/find-k-closest-elements/description,0
659,Split Array into Consecutive Subsequences,https://leetcode.com/articles/split-array-into-consecutive-subsequences,37.3%,Medium,https://leetcode.com/problems/split-array-into-consecutive-subsequences/description,0
660,Remove 9,https://leetcode.com/articles/remove-9,50.2%,Hard,https://leetcode.com/problems/remove-9/description,1
661,Image Smoother,https://leetcode.com/articles/image-smoother,47.2%,Easy,https://leetcode.com/problems/image-smoother/description,0
662,Maximum Width of Binary Tree,https://leetcode.com/articles/maximum-width-of-binary-tree,38.6%,Medium,https://leetcode.com/problems/maximum-width-of-binary-tree/description,0
663,Equal Tree Partition,https://leetcode.com/articles/equal-tree-partition,36.5%,Medium,https://leetcode.com/problems/equal-tree-partition/description,1
664,Strange Printer,https://leetcode.com/articles/strange-printer,35.1%,Hard,https://leetcode.com/problems/strange-printer/description,0
665,Non-decreasing Array,https://leetcode.com/articles/non-decreasing-array,19.8%,Easy,https://leetcode.com/problems/non-decreasing-array/description,0
666,Path Sum IV,https://leetcode.com/articles/path-sum-iv,51.1%,Medium,https://leetcode.com/problems/path-sum-iv/description,1
667,Beautiful Arrangement II,https://leetcode.com/articles/beautiful-arrangement-ii,51.0%,Medium,https://leetcode.com/problems/beautiful-arrangement-ii/description,0
668,Kth Smallest Number in Multiplication Table,https://leetcode.com/articles/kth-smallest-number-in-multiplication-table,39.5%,Hard,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/description,0
669,Trim a Binary Search Tree,https://leetcode.com/articles/trim-a-binary-search-tree,58.6%,Easy,https://leetcode.com/problems/trim-a-binary-search-tree/description,0
670,Maximum Swap,https://leetcode.com/articles/maximum-swap,38.8%,Medium,https://leetcode.com/problems/maximum-swap/description,0
671,Second Minimum Node In a Binary Tree,https://leetcode.com/articles/second-minimum-node-in-a-binary-tree,42.4%,Easy,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/description,0
672,Bulb Switcher II,https://leetcode.com/articles/bulb-switcher-ii,49.2%,Medium,https://leetcode.com/problems/bulb-switcher-ii/description,0
673,Number of Longest Increasing Subsequence,https://leetcode.com/articles/number-of-longest-increasing-subsequence,32.1%,Medium,https://leetcode.com/problems/number-of-longest-increasing-subsequence/description,0
674,Longest Continuous Increasing Subsequence,https://leetcode.com/articles/longest-continuous-increasing-subsequence,42.9%,Easy,https://leetcode.com/problems/longest-continuous-increasing-subsequence/description,0
675,Cut Off Trees for Golf Event,https://leetcode.com/articles/cutoff-trees-for-golf-event,27.6%,Hard,https://leetcode.com/problems/cut-off-trees-for-golf-event/description,0
676,Implement Magic Dictionary,https://leetcode.com/articles/implement-magic-dictionary,49.5%,Medium,https://leetcode.com/problems/implement-magic-dictionary/description,0
677,Map Sum Pairs,https://leetcode.com/articles/map-sum-pairs,50.6%,Medium,https://leetcode.com/problems/map-sum-pairs/description,0
678,Valid Parenthesis String,https://leetcode.com/articles/valid-parenthesis-string,30.1%,Medium,https://leetcode.com/problems/valid-parenthesis-string/description,0
679,24 Game,https://leetcode.com/articles/24-game,39.4%,Hard,https://leetcode.com/problems/24-game/description,0
680,Valid Palindrome II,https://leetcode.com/articles/valid-palindrome-ii,32.6%,Easy,https://leetcode.com/problems/valid-palindrome-ii/description,0
681,Next Closest Time,https://leetcode.com/articles/next-closest-time,41.1%,Medium,https://leetcode.com/problems/next-closest-time/description,1
682,Baseball Game,https://leetcode.com/articles/baseball-game,58.7%,Easy,https://leetcode.com/problems/baseball-game/description,0
683,K Empty Slots,https://leetcode.com/articles/k-empty-slots,33.4%,Hard,https://leetcode.com/problems/k-empty-slots/description,1
684,Redundant Connection,https://leetcode.com/articles/redundant-connection,46.5%,Medium,https://leetcode.com/problems/redundant-connection/description,0
685,Redundant Connection II,https://leetcode.com/articles/redundant-connection-ii,28.3%,Hard,https://leetcode.com/problems/redundant-connection-ii/description,0
686,Repeated String Match,https://leetcode.com/articles/repeated-string-match,31.4%,Easy,https://leetcode.com/problems/repeated-string-match/description,0
687,Longest Univalue Path,https://leetcode.com/articles/longest-univalue-path,32.7%,Easy,https://leetcode.com/problems/longest-univalue-path/description,0
688,Knight Probability in Chessboard,https://leetcode.com/articles/knight-probability-in-chessboard,40.8%,Medium,https://leetcode.com/problems/knight-probability-in-chessboard/description,0
689,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/articles/maximum-sum-of-3-non-overlapping-intervals,42.1%,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description,0
690,Employee Importance,https://leetcode.com/articles/employee-importance,51.9%,Easy,https://leetcode.com/problems/employee-importance/description,0
691,Stickers to Spell Word,https://leetcode.com/articles/stickers-to-spell-word,36.4%,Hard,https://leetcode.com/problems/stickers-to-spell-word/description,0
692,Top K Frequent Words,https://leetcode.com/articles/top-k-frequent-words,42.6%,Medium,https://leetcode.com/problems/top-k-frequent-words/description,0
693,Binary Number with Alternating Bits,https://leetcode.com/articles/binary-number-with-alternating-bits,56.5%,Easy,https://leetcode.com/problems/binary-number-with-alternating-bits/description,0
694,Number of Distinct Islands,https://leetcode.com/articles/number-of-distinct-islands,46.6%,Medium,https://leetcode.com/problems/number-of-distinct-islands/description,1
695,Max Area of Island,https://leetcode.com/articles/max-area-of-island,53.2%,Easy,https://leetcode.com/problems/max-area-of-island/description,0
696,Count Binary Substrings,https://leetcode.com/articles/count-binary-substrings,51.3%,Easy,https://leetcode.com/problems/count-binary-substrings/description,0
697,Degree of an Array,https://leetcode.com/articles/degree-of-an-array,47.3%,Easy,https://leetcode.com/problems/degree-of-an-array/description,0
698,Partition to K Equal Sum Subsets,https://leetcode.com/articles/partition-to-k-equal-sum-subsets,38.9%,Medium,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/description,0
699,Falling Squares,https://leetcode.com/articles/falling-squares,38.0%,Hard,https://leetcode.com/problems/falling-squares/description,0
700,Search in a Binary Search Tree,,62.1%,Easy,https://leetcode.com/problems/search-in-a-binary-search-tree/description,0
701,Insert into a Binary Search Tree,,64.6%,Medium,https://leetcode.com/problems/insert-into-a-binary-search-tree/description,0
702,Search in a Sorted Array of Unknown Size,,40.5%,Medium,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/description,1
703,Kth Largest Element in a Stream,,36.8%,Easy,https://leetcode.com/problems/kth-largest-element-in-a-stream/description,0
704,Binary Search,,37.4%,Easy,https://leetcode.com/problems/binary-search/description,0
705,Design HashSet,,39.8%,Easy,https://leetcode.com/problems/design-hashset/description,0
706,Design HashMap,,46.1%,Easy,https://leetcode.com/problems/design-hashmap/description,0
707,Design Linked List,,18.0%,Easy,https://leetcode.com/problems/design-linked-list/description,0
708,Insert into a Cyclic Sorted List,,23.7%,Medium,https://leetcode.com/problems/insert-into-a-cyclic-sorted-list/description,1
709,To Lower Case,,74.3%,Easy,https://leetcode.com/problems/to-lower-case/description,0
710,Random Pick with Blacklist,https://leetcode.com/articles/random-pick-with-blacklist,29.7%,Hard,https://leetcode.com/problems/random-pick-with-blacklist/description,0
711,Number of Distinct Islands II,https://leetcode.com/articles/number-of-distinct-islands-ii,43.1%,Hard,https://leetcode.com/problems/number-of-distinct-islands-ii/description,1
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/articles/minimum-ascii-delete-sum-for-two-strings,52.0%,Medium,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/description,0
713,Subarray Product Less Than K,https://leetcode.com/articles/subarray-product-less-than-k,33.8%,Medium,https://leetcode.com/problems/subarray-product-less-than-k/description,0
714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/articles/best-time-to-buy-and-sell-stock-with-transaction-fee,47.7%,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/description,0
715,Range Module,https://leetcode.com/articles/range-module,31.3%,Hard,https://leetcode.com/problems/range-module/description,0
716,Max Stack,https://leetcode.com/articles/max-stack,37.6%,Hard,https://leetcode.com/problems/max-stack/description,1
